證券代號,證券名稱,成交數量,成交筆數,成交金額,成交價,最後揭示買量,最後揭示賣量
047915,台積電元大36購01,0,0,0,7.3,0,0
047921,技嘉元大36購01,0,0,0,2.4,0,1
047925,長榮航元大36購02,0,0,0,0.12,0,0
047960,台積電富邦3C購01,0,0,0,8.1,0,0
04798T,虹堡群益37售02,0,0,0,0.36,0,0
048011,創意富邦35購02,0,0,0,0.24,0,0
04801T,香港2X永豐38售02,0,0,0,0.61,0,0
048022,技嘉統一34購06,0,0,0,1.37,0,0
048024,技嘉統一36購01,0,0,0,1.13,0,0
048027,華擎統一36購01,0,0,0,0.67,0,0
04802T,材料國泰38售01,0,0,0,0.75,0,0
048031,采鈺統一36購01,0,0,0,0.55,0,0
048066,光寶科元大36購01,0,0,0,0.35,0,0
04806T,中砂凱基36售05,0,0,0,0.03,0,0
04807T,台積電凱基36售30,0,0,0,0.01,0,0
048096,台積電中信34購05,0,0,0,0.55,0,0
048108,英業達統一36購01,0,0,0,0.83,0,0
048109,技嘉統一36購02,0,0,0,0.53,0,0
04813T,中砂元大36售05,0,0,0,0.06,0,0
04814T,大立光元大36售03,0,0,0,0.68,0,0
04815T,敦泰元大36售04,0,0,0,1.69,0,0
04816T,材料元大36售03,0,0,0,0.9,0,0
04817T,臺股指元大3A售06,0,0,0,0.16,0,0
04818T,臺股指元大3A售07,0,0,0,0.21,0,0
048192,台積電元大34購02,0,0,0,3.25,0,0
048193,台積電元大36購02,0,0,0,8.1,0,0
04819T,臺股指元大3A售08,0,0,0,0.21,0,0
048203,長榮航元大36購04,0,0,0,0.07,0,0
048209,緯創元大36購02,0,0,0,2.2,0,0
04820T,臺股指元大3A售09,0,0,0,0.35,0,0
048213,創意元大36購01,0,0,0,0.15,0,0
04821T,T50正2群益38售01,0,0,0,0.16,0,0
048243,技嘉凱基36購01,0,0,0,1.66,0,0
048280,鴻海中信36購01,0,0,0,1.45,30,0
04828T,台積電統一38售04,0,0,0,0.02,0,0
04829T,聯發科統一38售02,0,0,0,0.14,0,0
04830T,智原永豐37售04,0,0,0,1.06,0,0
04833T,臺股指富邦38售03,0,0,0,0.06,0,0
04834T,T50正2群益36售02,0,0,0,0.03,0,0
048353,技嘉統一34購09,0,0,0,0.66,0,0
048359,帆宣統一36購01,0,0,0,0.36,0,0
04835T,全新群益36售01,0,0,0,0.8,0,0
048360,帆宣統一36購02,0,0,0,0.24,0,0
04836T,智原群益37售05,0,0,0,0.86,0,0
048376,台積電元大36購03,0,0,0,2.7,0,0
048388,長榮航元大34購07,0,0,0,0.01,0,0
048389,長榮航元大36購05,0,0,0,0.43,0,0
048398,創意元大36購02,0,0,0,0.07,0,0
04839T,華通元富36售04,0,0,0,0.7,0,0
04841T,南亞科元富36售02,0,0,0,1.21,0,0
04842T,元黃金國票38售01,0,0,0,0.39,0,0
04843T,香港2X國票38售01,0,0,0,1.3,0,0
04844T,FBNQ2X國票36售02,0,0,0,0.16,0,0
048460,光寶科兆豐35購02,0,0,0,0.59,0,0
048466,宏碁統一36購02,0,0,0,1.08,0,0
048468,建準統一35購01,0,0,0,0.89,0,0
048473,健策統一34購03,0,0,0,0.88,0,0
04847T,台灣50凱基37售10,0,0,0,0.01,0,0
048536,台積電元大34購03,0,0,0,1.95,0,0
048537,台積電元大36購04,0,0,0,1.59,0,0
04853T,臺股指凱基36售59,0,0,0,0.01,0,0
048545,技嘉元大34購02,0,0,0,0.45,0,0
048564,緯創元大36購04,0,0,0,2.67,0,0
048567,創意元大36購03,0,0,0,0.04,0,0
04857T,臺股指凱基3A售20,0,0,0,0.24,0,0
04858T,華泰永豐36售02,0,0,0,0.36,0,0
04861T,晶豪科國票37售04,0,0,0,1.32,0,0
048622,鴻海元富36購01,0,0,0,5.45,0,0
048640,台灣50兆豐36購02,0,0,0,1.97,0,0
04867T,華泰元大36售10,0,0,0,0.44,0,0
048681,英業達統一36購02,0,0,0,0.44,0,0
048718,臺股指群益36購03,0,0,0,1.61,0,0
04872T,臺股指元富3A售06,0,0,0,0.1,0,0
04873T,臺股指元富3A售07,0,0,0,0.09,0,0
048744,緯創元大34購07,0,0,0,1.62,0,0
048807,大亞兆豐34購02,0,0,0,1.7,0,0
04881T,聯發科中信3C售01,0,0,0,0.5,0,0
048836,長榮航凱基3C購01,0,0,0,0.37,10,0
04886T,微星凱基36售01,0,0,0,0.59,0,0
04887T,大立光凱基36售06,0,0,0,0.78,0,0
04889T,中砂國票37售02,0,0,0,0.1,0,0
04890T,裕隆國票37售03,0,0,0,0.82,0,0
04893T,京元電群益36售03,0,0,0,0.06,0,0
04897T,京元電元大36售05,0,0,0,0.25,0,0
049002,美指2X凱基36購01,0,0,0,0.41,0,0
049004,中興電凱基38購01,0,0,0,1.05,0,0
04901T,T50正2中信3A售01,0,0,0,0.38,0,0
04902T,T50正2中信3C售01,0,0,0,0.17,0,0
049037,美債2X元富36購02,0,0,0,0.06,0,0
04904T,華航中信39售01,0,0,0,0.52,0,0
04905T,國泰金中信36售01,0,0,0,0.06,0,0
04906T,士電永豐36售01,0,0,0,0.01,0,0
049075,川湖統一36購01,0,0,0,4.87,0,0
049080,英業達統一34購03,0,0,0,0.84,0,0
049083,建準統一34購03,0,0,0,1.54,0,0
049087,神基統一36購01,0,0,0,0.92,0,0
049088,創意統一36購01,0,0,0,0.2,0,0
049090,合勤控統一35購01,0,0,0,0.1,0,0
04919T,元黃金國票3A售01,0,0,0,0.48,0,0
049201,緯創凱基36購04,0,0,0,2.22,0,0
04920T,香港2X國票39售03,0,0,0,1.09,0,0
049221,中磊兆豐34購01,0,0,0,2.09,0,0
049261,康舒元大34購02,0,0,0,0.03,0,0
04926T,晶心科國票36售02,0,0,0,1.24,0,0
04929T,聯發科中信3C售02,0,0,0,1.12,0,0
04930T,華新科中信38售04,0,0,0,0.95,0,0
049321,聚陽統一34購01,0,0,0,1.26,0,0
049322,中興電統一36購01,0,0,0,0.45,0,0
049332,上品統一35購01,0,0,0,0.67,0,0
049347,台積電凱基36購06,0,0,0,3.89,0,0
049374,中興電統一34購02,0,0,0,1.02,0,0
049375,堤維西統一36購01,0,0,0,1.1,0,0
04938T,群光元富36售02,0,0,0,0.14,0,0
049409,道瓊反國票34購01,0,0,0,0.01,0,0
04941T,T50正2元大38售03,0,0,0,0.2,0,0
04942T,美債2X元大3B售01,0,0,0,0.84,0,0
04944T,裕民元大36售02,0,0,0,0.54,0,0
04948T,士電國票36售02,0,0,0,0.01,0,0
04949T,慧洋國票36售01,0,0,0,0.1,0,0
04951T,康舒國票37售03,0,0,0,0.54,0,0
049536,樺漢統一34購02,0,0,0,0.26,0,2
04956T,台積電兆豐3A售03,0,0,0,0.03,0,0
04958T,T50正2富邦39售01,0,0,0,0.1,0,0
04959T,材料群益36售08,0,0,0,0.94,0,0
04962T,祥碩凱基36售05,0,0,0,0.1,0,0
049647,台積電凱基36購07,0,0,0,6.95,0,0
049708,緯創統一36購01,0,0,0,1.06,0,0
049709,玉晶光統一34購03,0,0,0,0.35,0,0
049742,A50正2元富36購01,0,0,0,0.45,0,0
04980T,雄獅凱基36售03,0,0,0,0.63,0,0
049817,聯詠富邦35購01,0,0,0,3.01,0,0
049819,華擎富邦37購01,0,0,0,1.09,0,0
049847,奇鋐統一37購01,0,0,0,3.46,0,0
049848,晶技統一37購01,0,0,0,0.67,0,0
049849,緯創統一37購01,0,0,0,1.06,0,0
049851,滬深2X元富37購01,0,0,0,0.71,0,0
04986T,智原國票37售03,0,0,0,1.29,0,0
04987T,立積國票36售01,0,0,0,0.44,0,0
049898,臺股指元大34購12,0,0,0,2.16,0,0
04990T,中興電統一36售02,0,0,0,0.03,0,0
049940,長榮航統一37購01,0,0,0,0.04,0,0
049967,台積電凱基37購01,0,0,0,6.85,0,0
04998T,創意元富3C售03,0,0,0,1.56,0,0
049990,臺股指凱基35購08,0,0,0,2.75,0,0
049995,美指2X國票37購01,0,0,0,1.1,0,0
050007,中興電國泰35購01,0,0,0,2.18,0,0
05004T,南亞科中信36售01,0,0,0,0.3,0,0
05005T,智原中信36售02,0,0,0,0.95,0,0
050065,神基統一37購01,0,0,0,1.86,0,0
050071,滬深2X凱基39購01,0,0,0,0.1,0,0
05008T,道瓊銀元大36售01,0,0,0,0.06,0,0
05010T,中華元富36售03,0,0,0,0.17,0,0
05012T,大同元富36售02,0,0,0,0.25,0,0
05013T,智原元富36售07,0,0,0,2.02,0,0
05015T,漢唐中信36售02,0,0,0,0.11,0,0
050164,碩天元富37購01,0,0,0,1.23,0,0
05018T,長榮凱基36售06,0,0,0,0.11,0,0
05019T,慧洋凱基36售03,0,0,0,0.2,0,0
050219,中鴻兆豐37購01,0,0,0,0.26,0,0
050223,明泰兆豐35購01,0,0,0,0.02,0,0
050225,臻鼎兆豐37購01,0,0,0,0.91,0,0
050226,台表科兆豐37購01,0,0,0,0.72,0,0
05022T,大立光兆豐37售02,0,0,0,0.41,0,0
05023T,智原國票37售04,0,0,0,1.6,0,0
050275,八貫統一36購01,0,0,0,0.35,0,0
05027T,大同群益36售02,0,0,0,0.18,0,0
050282,友達統一37購01,0,0,0,0.24,0,0
050288,群創統一37購01,0,0,0,0.08,0,0
050290,國光生統一36購01,0,0,0,0.01,0,0
050291,緯穎統一37購01,0,0,0,1,0,0
050292,嘉基統一37購01,0,0,0,0.74,0,0
050302,長榮凱基3A購03,0,0,0,4.39,0,0
050310,緯創凱基3A購01,0,0,0,1.14,0,0
050311,緯創凱基3A購02,0,0,0,1.07,0,0
050312,緯創凱基3B購01,0,0,0,1,0,0
050313,緯創凱基3C購01,0,0,0,0.97,0,0
050314,緯創凱基3C購02,0,0,0,0.94,0,0
05031T,新唐群益36售04,0,0,0,1.31,0,0
05033T,大同元大36售01,0,0,0,0.32,0,0
05035T,FBNQ2X元富3C售02,0,0,0,1.19,0,0
05037T,宏泰元富36售02,0,0,0,0.34,0,0
050380,世紀鋼群益35購02,0,0,0,3.15,0,0
05038T,國巨元富36售05,0,0,0,0.58,0,0
050391,長榮中信35購02,0,0,0,1.79,0,0
050405,生達兆豐35購01,0,0,0,0.08,0,0
050406,光寶科兆豐37購01,0,0,0,0.15,0,0
05041T,長榮中信38售01,0,0,0,0.17,0,0
05044T,金像電凱基38售03,0,0,0,1.1,0,0
05047T,臺股指富邦37售08,0,0,0,0.04,0,0
05054T,華泰元大36售12,0,0,0,0.25,0,0
05055T,臺股指元大37售08,0,0,0,0.23,0,0
05057T,臺股指元大37售10,0,0,0,0.2,0,0
05058T,臺股指元大37售11,0,0,0,0.03,0,0
050661,仲琦統一35購01,0,0,0,0.01,0,0
050667,華航統一41購01,0,0,0,0.12,0,0
050668,長榮航統一41購01,0,0,0,0.17,0,0
05066T,晟銘電國票36售01,0,0,0,0.15,0,0
050674,辛耘統一35購02,0,0,0,3.4,0,0
050677,神達統一35購01,0,0,0,0.88,0,0
050680,凌華統一35購01,0,0,0,0.07,0,0
050688,龍德船統一37購01,0,0,0,0.8,0,0
050695,長榮中信37購01,0,0,0,2.64,0,0
05069T,國巨元富36售06,0,0,0,0.55,0,0
05070T,長榮元富37售02,0,0,0,0.1,0,0
05071T,大立光元富36售07,0,0,0,0.54,0,0
05072T,大立光元富36售08,0,0,0,0.52,0,0
05073T,啟碁元富36售02,0,0,0,0.58,0,0
050749,中興電兆豐37購01,0,0,0,1.56,0,0
05074T,晶心科元富36售02,0,0,0,1.03,0,0
050767,T50反1富邦3A購01,0,0,0,0.07,0,0
050768,精英富邦36購01,0,0,0,0.65,0,0
05076T,台積電中信3C售03,0,0,0,0.26,0,0
050778,飛宏元大37購01,0,0,0,0.1,0,0
050797,臺股指元大35購03,0,0,0,2.67,0,0
05079T,大立光中信36售02,0,0,0,1.11,0,0
050801,亞力統一35購01,0,0,0,3.98,0,0
050804,正新統一35購01,0,0,0,0.58,0,0
050806,中環統一37購01,0,0,0,0.03,0,0
05080T,力積電中信36售01,0,0,0,0.95,0,0
050814,英業達統一37購01,0,0,0,0.57,0,0
050817,長榮統一37購03,0,0,0,2.51,0,0
05081T,祥碩國票36售02,0,0,0,0.13,0,0
050820,長榮太統一35購01,0,0,0,0.05,0,0
050822,奇鋐統一35購02,0,0,0,4.02,0,0
050824,智原統一36購03,0,0,0,0.57,0,0
050828,辛耘統一36購01,0,0,0,3.58,0,0
050829,辛耘統一37購01,0,0,0,2.54,0,0
05082T,祥碩國票38售03,0,0,0,0.22,0,0
050831,台耀統一37購01,0,0,0,0.39,0,0
050834,瑞儀統一35購01,0,0,0,1.62,0,0
05083T,祥碩國票39售02,0,0,0,0.29,0,0
05084T,祥碩國票3C售02,0,0,0,0.34,0,0
05085T,勤誠國票36售02,0,0,0,0.93,0,0
050878,為升兆豐37購01,0,0,0,0.04,0,0
050880,金像電兆豐37購01,0,0,0,2.8,0,0
050882,欣興兆豐37購01,0,0,0,0.43,0,0
050885,新唐兆豐37購01,0,0,0,0.22,0,0
050887,南電兆豐37購01,0,0,0,0.1,0,0
050889,T50正2凱基35購01,0,0,0,3.1,0,0
05088T,元債2X凱基39售04,0,0,0,1.07,0,0
05090T,大立光凱基38售06,0,0,0,3.42,0,0
05091T,大立光凱基39售04,0,0,0,3.32,0,0
050954,裕隆元大37購01,0,0,0,0.27,0,0
050960,鴻海元大37購01,0,0,0,3.14,0,0
050961,台積電元大37購01,0,0,0,6.75,0,0
050964,技嘉元大35購01,0,0,0,0.4,0,0
050970,奇鋐元大35購02,0,0,0,5.75,0,0
050974,智原元大35購01,0,0,0,0.41,0,0
050982,康舒元大37購02,0,0,0,0.04,0,0
05098T,大聯大元大36售03,0,0,0,0.76,0,0
051003,GIS元富37購01,0,0,0,0.16,0,0
051009,中興電統一37購01,0,0,0,1.18,0,0
05100T,臺股指元大39售10,0,0,0,0.2,0,0
051013,金像電統一35購04,0,0,0,0.89,0,0
051017,長榮統一35購06,0,0,0,2.29,0,0
051018,長榮統一37購06,0,0,0,1.93,0,0
051019,長榮統一37購07,0,0,0,1.56,0,0
051022,陽明統一35購01,0,0,0,0.01,0,0
051026,奇鋐統一36購01,0,0,0,2.46,0,0
051027,奇鋐統一37購02,0,0,0,2.12,0,0
051029,智原統一35購03,0,0,0,0.4,0,0
05102T,臺股指元大39售12,0,0,0,0.23,0,0
051037,勤誠統一37購01,0,0,0,0.55,0,0
05103T,臺股指元大39售13,0,0,0,0.36,15,0
051054,精英富邦37購01,0,0,0,0.19,0,0
051055,長榮富邦35購02,0,0,0,3.04,0,0
05110T,大立光元富36售12,0,0,0,1.2,0,0
051126,光寶科統一37購02,0,0,0,0.11,0,0
051130,英業達統一37購02,0,0,0,0.3,30,0
051138,威健統一35購01,0,0,0,0.1,0,0
051145,達興統一37購02,0,0,0,0.38,0,0
051146,中磊統一35購01,0,0,0,0.4,0,0
051148,T50反1元大37購05,0,0,0,0.02,0,0
05114T,裕隆群益36售04,0,0,0,2.01,0,0
051156,聚陽元大35購01,0,0,0,0.5,0,0
051157,中興電元大37購01,0,0,0,1.65,0,0
05116T,大立光群益36售08,0,0,0,1.28,0,0
05118T,臺股指群益39售12,0,0,0,0.3,0,0
05119T,臺股指群益39售13,0,0,0,0.26,0,0
051200,長榮航富邦35購01,0,0,0,0.09,0,0
05120T,臺股指群益39售14,0,0,0,0.23,0,0
05123T,臺股指群益39售17,0,0,0,0.17,0,0
05124T,臺股指群益39售18,0,0,0,0.21,0,0
051253,東元兆豐37購01,0,0,0,1.13,0,0
051254,光罩兆豐37購01,0,0,0,0.18,0,0
05125T,大立光兆豐37售04,0,0,0,1.11,0,0
051262,臺股指中信35購03,0,0,0,3.85,0,0
051267,長榮永豐35購02,0,0,0,3.42,0,0
05128T,啟碁永豐36售03,0,0,0,0.45,0,0
05129T,中鋼中信38售01,0,0,0,0.84,0,0
051318,碩天元大35購01,0,0,0,0.76,0,0
051340,辛耘群益35購01,0,0,0,8.4,0,0
051365,美時富邦36購01,0,0,0,0.6,0,0
051368,道瓊銅統一37購01,0,0,0,0.28,0,0
051369,台玻統一35購01,0,0,0,0.04,0,0
051381,億光統一34購01,0,0,0,0.07,0,0
051383,建準統一36購01,0,0,0,0.41,0,0
051385,長榮統一35購07,0,0,0,2.81,0,0
051386,長榮統一35購08,0,0,0,2.1,0,0
05138T,天鈺凱基36售04,0,0,0,0.7,0,0
051390,大立光統一35購05,0,0,0,0.07,0,0
051396,虹堡統一35購01,0,0,0,0.5,0,0
051397,愛普統一34購01,0,0,0,0.39,0,0
051398,龍德船統一35購02,0,0,0,0.58,0,0
051399,世紀鋼統一37購01,0,0,0,0.62,0,0
051433,技嘉凱基35購01,0,0,0,0.33,0,0
05143T,臺股指凱基39售12,0,0,0,0.14,0,0
05144T,臺股指凱基39售13,0,0,0,0.2,0,0
051459,中磊統一37購01,0,0,0,0.46,0,0
05145T,臺股指凱基39售14,0,0,0,0.3,0,0
051462,士電兆豐34購01,0,0,0,6.6,0,0
051464,大亞兆豐37購01,0,0,0,1.1,0,0
051466,裕民兆豐37購01,0,0,0,1.42,0,0
051470,中磊兆豐37購01,0,0,0,0.98,0,0
051495,台灣50元大35購01,0,0,0,14.1,0,0
05149T,臺股指法興36售09,0,0,0,0.11,0,0
051505,鴻海元大37購02,0,0,0,2.83,0,0
05151T,臺股指法興36售11,0,0,0,0.28,0,0
05154T,漢唐元富36售02,0,0,0,0.25,0,0
05157T,啟碁元富36售04,0,0,0,0.73,0,0
051592,台積電永豐34購01,0,0,0,5.9,0,0
051600,滬深2X凱基37購01,0,0,0,0.23,0,0
051630,技嘉元富34購01,0,0,0,0.05,0,0
051644,技嘉統一35購03,0,0,0,0.2,0,0
051645,台光電統一36購01,0,0,0,1.25,0,0
051652,台耀統一35購01,0,0,0,0.44,0,0
051653,台耀統一35購02,0,0,0,0.45,0,0
05165T,臺股指群益36售49,0,0,0,0.04,0,0
051664,台積電國票34購01,0,0,0,1.16,0,0
051675,華新富邦35購01,0,0,0,0.38,0,0
051677,台積電富邦37購01,0,0,0,3.26,0,0
051678,技嘉富邦35購01,0,0,0,0.33,0,0
051681,愛普富邦35購01,0,0,0,0.13,0,0
05169T,華邦電中信36售01,0,0,0,1.02,0,0
051720,臺股指群益34購11,0,0,0,0.39,0,0
051722,中興電元大37購02,0,0,0,1.46,0,0
051727,長榮元大34購01,0,0,0,2.36,0,0
051728,長榮元大35購01,0,0,0,2.08,0,0
051729,長榮元大37購01,0,0,0,2.06,0,0
05172T,富邦金中信38售01,0,0,0,0.79,0,0
051732,陽明元大37購02,0,0,0,0.14,0,0
05173T,力積電中信36售02,0,0,0,1.64,0,0
051748,緯穎元大35購01,0,0,0,1.25,0,0
051752,光寶科兆豐37購02,0,0,0,0.09,0,0
05176T,長榮統一38售01,0,0,0,0.27,0,0
051781,啟碁元富34購01,0,0,0,1.98,0,0
051783,中興電凱基37購01,0,0,0,2.04,0,0
05178T,華城元大36售06,0,0,0,0.04,0,0
051800,智原凱基35購01,0,0,0,0.42,0,0
051817,一詮國票34購01,0,0,0,0.5,0,0
05181T,聯發科元大36售13,0,0,0,0.26,0,0
051828,威盛富邦35購01,0,0,0,0.3,0,0
051831,華擎富邦35購02,0,0,0,0.2,0,0
051835,FBNQ反元大37購01,0,0,0,0.07,0,0
051838,中興電元大37購03,0,0,0,1.98,0,0
051839,美時元大37購01,0,0,0,0.88,0,0
051842,台積電元大37購02,0,0,0,8.15,0,0
05184T,S&P正2國票38售02,0,0,0,0.31,0,0
051852,長榮元大37購02,0,0,0,2.27,0,0
051858,智原元大35購02,0,0,0,0.38,0,0
05185T,FBNQ2X國票37售04,0,0,0,0.96,0,0
051866,和碩元大35購01,0,0,0,2.18,0,0
051880,技嘉群益35購01,0,0,0,0.38,0,0
05190T,長榮元富36售03,0,0,0,0.13,0,0
051910,技嘉統一35購04,0,0,0,0.21,0,0
051911,技嘉統一37購01,0,0,0,0.2,0,0
051912,威盛統一37購01,0,0,0,0.34,0,0
051918,智原統一35購04,0,0,0,0.31,0,0
051919,智原統一36購04,0,0,0,0.24,0,0
051920,智原統一37購01,0,0,0,0.48,0,0
051923,和碩統一35購01,0,0,0,1.03,0,0
051924,智邦兆豐34購01,0,0,0,0.85,0,0
051927,威盛兆豐37購01,0,0,0,0.7,0,0
051945,技嘉中信34購01,0,0,0,0.01,0,0
051969,裕隆凱基37購01,0,0,0,0.17,0,0
051970,光寶科凱基3A購01,0,0,0,0.23,0,0
051972,光寶科凱基3A購03,0,0,0,0.32,0,0
051977,英業達凱基3A購01,0,0,0,0.7,0,0
051978,英業達凱基3A購02,0,0,0,0.71,0,0
051979,英業達凱基3A購03,0,0,0,0.89,0,0
051980,技嘉凱基3A購01,0,0,0,0.81,0,0
051981,技嘉凱基3A購02,0,0,0,1.03,0,0
051982,技嘉凱基3A購03,0,0,0,1.16,0,0
052007,英業達富邦35購02,0,0,0,0.23,0,0
052008,金像電富邦37購01,0,0,0,1.35,0,0
052010,群創富邦35購02,0,0,0,0.22,0,0
052018,台積電元富47購01,0,0,0,10.4,0,0
05201T,晟銘電群益36售03,0,0,0,0.48,0,0
052030,一詮元富37購01,0,0,0,1.68,0,0
05203T,臺股指群益3B售07,0,0,0,0.18,0,0
052040,金像電統一36購01,0,0,0,0.54,0,0
052041,技嘉統一35購05,0,0,0,0.28,0,0
052042,技嘉統一35購06,0,0,0,0.37,0,0
052044,台光電統一36購02,0,0,0,1.05,0,0
052045,威盛統一37購02,0,0,0,0.22,0,0
052047,華擎統一35購04,0,0,0,0.13,0,0
052049,神達統一35購02,0,0,0,0.44,0,0
05204T,欣興第一3A售01,0,0,0,0.45,0,0
052050,神達統一36購01,0,0,0,0.37,0,0
052051,神達統一37購01,0,0,0,0.21,0,0
052053,和碩統一37購01,0,0,0,0.44,0,0
05205T,華城永豐38售04,0,0,0,0.12,0,0
05206T,聯發科永豐3A售01,0,0,0,1.31,0,0
052074,台達電元大37購01,0,0,0,0.07,0,0
052077,英業達元大34購01,0,0,0,0.04,0,0
052078,英業達元大37購01,0,0,0,0.43,0,0
052079,技嘉元大37購01,0,0,0,0.39,0,0
05207T,台灣50中信3C售01,0,0,0,0.39,0,0
05208T,聯發科中信39售01,0,0,0,0.4,0,0
052091,奇鋐元大37購06,0,0,0,2.99,0,0
05209T,陽明中信36售02,0,0,0,0.77,0,0
052105,世紀鋼元大37購01,0,0,0,1.34,0,0
05210T,萬海中信36售02,0,0,0,1.08,0,0
052112,臺股指元大35購14,0,0,0,4.3,0,0
052122,欣興中信34購01,0,0,0,0.02,0,0
052123,辛耘中信34購01,0,0,0,2.21,0,1
05214T,臺股指中信3B售03,0,0,0,0.1,0,0
052155,技嘉凱基35購03,0,0,0,0.32,0,0
052160,大立光凱基35購04,0,0,0,0.19,0,0
052168,神達凱基35購01,0,0,0,0.14,0,0
052173,緯穎凱基37購01,0,0,0,0.78,0,0
052174,緯穎凱基37購02,0,0,0,0.88,0,0
052175,緯穎凱基37購03,0,0,0,1.17,0,0
052181,臺股指凱基34購26,0,0,0,3.93,0,0
05218T,美時元富36售06,0,0,0,0.38,0,0
052207,緯穎元富34購02,0,0,0,0.33,0,0
052210,中砂統一37購01,0,0,0,1.13,0,0
052211,美時統一37購01,0,0,0,0.42,0,0
05221T,美費半國票36售01,0,0,0,0.19,0,0
052222,緯穎統一37購02,0,0,0,0.47,0,0
052232,中興電元大35購01,0,0,0,0.8,2,0
052240,技嘉元大37購02,0,0,0,0.42,0,0
052248,威盛元大37購01,0,0,0,0.24,0,0
052254,台耀元大37購01,0,0,0,0.37,0,0
052257,康舒元大37購04,0,0,0,0.09,0,0
05225T,啟碁國票37售02,0,0,0,0.82,0,0
052261,緯穎元大34購03,0,0,0,0.1,0,0
052262,緯穎元大37購01,0,0,0,0.56,0,0
05226T,力智國票36售02,0,0,0,0.43,0,0
052299,美時兆豐35購01,0,0,0,0.6,0,0
052302,毅嘉兆豐34購01,0,0,0,0.11,0,0
05230T,技嘉群益36售21,0,0,0,0.27,0,0
052334,大亞統一35購02,0,0,0,0.34,0,0
052340,金像電統一35購05,0,0,0,0.41,0,0
052341,金像電統一35購06,0,0,0,0.76,0,0
052348,辛耘統一37購02,0,0,0,1.29,0,0
05234T,亞力凱基36售01,0,0,0,0.16,0,0
052350,啟碁統一37購02,0,0,0,0.51,0,0
052356,世紀鋼統一37購04,0,0,0,0.63,0,0
052395,英業達永豐37購01,0,0,0,0.22,0,0
05239T,萬海凱基36售05,0,0,0,2.28,0,0
052405,台積電第一47購01,0,0,0,2.26,0,0
052407,台灣50凱基35購09,0,0,0,0.91,0,0
052409,光寶科凱基37購01,0,0,0,0.1,0,0
052416,英業達凱基37購01,0,0,0,0.25,0,0
052418,欣興凱基37購01,0,0,0,0.26,0,0
05241T,臺股指凱基3B售06,0,0,0,0.14,0,0
052421,神達凱基37購01,0,0,0,0.33,0,0
052423,和碩凱基35購01,0,0,0,0.7,0,0
052426,樺漢凱基35購01,0,0,0,0.53,0,0
052429,建準兆豐34購01,0,0,0,0.31,0,2
052431,和碩兆豐37購01,0,0,0,1.04,0,0
052442,大亞統一35購03,0,0,0,0.4,0,0
052446,宏碁統一35購01,0,0,0,0.58,0,0
052447,宏碁統一35購02,0,0,0,0.45,0,0
052448,宏碁統一36購03,0,0,0,0.32,0,0
05244T,長榮元大36售10,0,0,0,0.23,0,0
052452,英業達統一36購05,0,0,0,0.14,0,0
052454,雄獅統一37購01,0,0,0,0.06,0,0
05245T,大立光元大36售16,0,0,0,1.59,0,0
052460,東哥統一37購02,0,0,0,0.06,0,0
052465,東元富邦35購01,0,0,0,0.41,0,0
052469,神達富邦35購01,0,0,0,0.21,0,0
05247T,力積電元大36售01,0,0,0,1.44,0,0
05248T,臺股指元大38售13,0,0,0,0.12,0,0
052497,大亞統一34購03,0,0,0,0.3,0,0
052498,仁寶統一37購01,0,0,0,0.73,0,0
052500,台光電統一35購04,0,0,0,0.81,0,0
052504,和碩統一34購01,0,0,0,0.37,0,0
052506,和碩統一37購03,0,0,0,0.5,0,0
052508,啟碁統一34購01,0,0,0,0.61,0,0
05250T,臺股指元大38售15,0,0,0,0.15,0,0
052528,欣興凱基37購02,0,0,0,0.2,0,0
05252T,臺股指元大38售17,0,0,0,0.18,0,0
052531,中磊凱基35購01,0,0,0,0.74,0,0
052553,欣興富邦36購01,0,0,0,0.21,0,0
05255T,長榮凱基36售10,0,0,0,0.25,0,0
052573,T50正2元大35購01,0,0,0,2.85,0,0
052578,元金2X元大35購01,0,0,0,1.83,0,0
052584,鴻海元大35購03,0,0,0,3.15,0,0
052612,東哥元大37購01,0,0,0,0.08,0,0
052661,中興電統一37購02,0,0,0,1.11,0,0
052662,中興電統一37購03,0,0,0,0.98,0,0
052664,光寶科統一39購02,0,0,0,0.08,0,0
052667,大同統一34購01,0,0,0,0.05,0,0
052669,陽明統一37購01,0,0,0,0.09,0,0
05266T,群創中信39售01,0,0,0,0.47,0,0
052670,緯穎統一35購04,0,0,0,0.55,0,0
052671,緯穎統一35購05,0,0,0,0.43,0,0
052672,明基材統一37購01,0,0,0,0.16,0,0
05268T,臺股指中信3B售05,0,0,0,0.32,0,0
05270T,T50正2元大39售04,0,0,0,0.22,0,0
05271T,滬深2X元大39售01,0,0,0,0.31,0,0
05274T,長榮元大36售11,0,0,0,0.4,0,0
